,precision,recall,f1-score,support
0,0.9714285714285714,0.9855072463768116,0.9784172661870504,69.0
1,0.5573770491803278,0.5,0.5271317829457365,68.0
2,0.5692307692307692,0.5362318840579711,0.5522388059701493,69.0
3,0.5806451612903226,0.8307692307692308,0.6835443037974683,65.0
4,0.7111111111111111,0.49230769230769234,0.5818181818181818,65.0
5,0.9661016949152542,0.8636363636363636,0.912,66.0
6,0.8484848484848485,1.0,0.9180327868852459,28.0
7,0.9545454545454546,1.0,0.9767441860465116,21.0
8,1.0,0.9523809523809523,0.975609756097561,21.0
9,0.9333333333333333,0.8115942028985508,0.8682170542635659,69.0
10,0.8292682926829268,0.9855072463768116,0.9006622516556292,69.0
accuracy,0.7786885245901639,0.7786885245901639,0.7786885245901639,0.7786885245901639
macro avg,0.8110478442002655,0.8143577108003988,0.8067651250606453,610.0
weighted avg,0.7841910588826376,0.7786885245901639,0.7748488765744443,610.0
