,precision,recall,f1-score,support
0,1.0,0.9855072463768116,0.9927007299270073,69.0
1,0.7313432835820896,0.7205882352941176,0.725925925925926,68.0
2,0.8153846153846154,0.7681159420289855,0.7910447761194029,69.0
3,0.8484848484848485,0.8615384615384616,0.8549618320610687,65.0
4,0.8524590163934426,0.8,0.8253968253968254,65.0
5,0.8082191780821918,0.8939393939393939,0.8489208633093526,66.0
6,1.0,0.8571428571428571,0.9230769230769231,28.0
7,1.0,1.0,1.0,21.0
8,0.9130434782608695,1.0,0.9545454545454546,21.0
9,0.8840579710144928,0.8840579710144928,0.8840579710144928,69.0
10,0.9041095890410958,0.9565217391304348,0.9295774647887324,69.0
accuracy,0.8688524590163934,0.8688524590163934,0.8688524590163934,0.8688524590163934
macro avg,0.8870092709312405,0.8843101678605051,0.8845644332877441,610.0
weighted avg,0.8695970055786034,0.8688524590163934,0.8684031902547158,610.0
