,precision,recall,f1-score,support
0,0.8292682926829268,0.9855072463768116,0.9006622516556292,69.0
1,0.7258064516129032,0.6617647058823529,0.6923076923076923,68.0
2,0.8541666666666666,0.5942028985507246,0.7008547008547008,69.0
3,0.675,0.8307692307692308,0.7448275862068966,65.0
4,0.7966101694915254,0.7230769230769231,0.7580645161290323,65.0
5,0.7941176470588235,0.8181818181818182,0.8059701492537313,66.0
6,1.0,0.9285714285714286,0.9629629629629629,28.0
7,0.9130434782608695,1.0,0.9545454545454546,21.0
8,1.0,0.9047619047619048,0.95,21.0
9,0.9655172413793104,0.8115942028985508,0.8818897637795275,69.0
10,0.788235294117647,0.9710144927536232,0.8701298701298701,69.0
accuracy,0.8163934426229508,0.8163934426229508,0.8163934426229508,0.8163934426229508
macro avg,0.8492513855700612,0.8390404410748517,0.8383831770750452,610.0
weighted avg,0.8241985485580315,0.8163934426229508,0.8136252156571858,610.0
