,precision,recall,f1-score,support
0,0.9324324324324325,1.0,0.965034965034965,69.0
1,0.7962962962962963,0.6323529411764706,0.7049180327868853,68.0
2,0.5346534653465347,0.782608695652174,0.6352941176470588,69.0
3,0.9047619047619048,0.5846153846153846,0.7102803738317757,65.0
4,0.8444444444444444,0.5846153846153846,0.6909090909090909,65.0
5,0.6931818181818182,0.9242424242424242,0.7922077922077922,66.0
6,1.0,0.8928571428571429,0.9433962264150944,28.0
7,1.0,1.0,1.0,21.0
8,0.875,1.0,0.9333333333333333,21.0
9,0.8771929824561403,0.7246376811594203,0.7936507936507936,69.0
10,0.759493670886076,0.8695652173913043,0.8108108108108109,69.0
accuracy,0.7868852459016393,0.7868852459016393,0.7868852459016393,0.7868852459016393
macro avg,0.8379506377096043,0.8177722610645187,0.8163486851479637,610.0
weighted avg,0.8116915850392172,0.7868852459016393,0.7859723073375603,610.0
