,precision,recall,f1-score,support
0,0.8023255813953488,1.0,0.8903225806451613,69.0
1,0.6521739130434783,0.6617647058823529,0.656934306569343,68.0
2,0.8181818181818182,0.5217391304347826,0.6371681415929203,69.0
3,0.7215189873417721,0.8769230769230769,0.7916666666666666,65.0
4,0.8135593220338984,0.7384615384615385,0.7741935483870968,65.0
5,0.8412698412698413,0.803030303030303,0.8217054263565892,66.0
6,1.0,0.9642857142857143,0.9818181818181818,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.9464285714285714,0.7681159420289855,0.848,69.0
10,0.7764705882352941,0.9565217391304348,0.8571428571428571,69.0
accuracy,0.8131147540983606,0.8131147540983606,0.8131147540983606,0.8131147540983606
macro avg,0.8519935111754566,0.8446220136524718,0.8417228826526197,610.0
weighted avg,0.8202406201767474,0.8131147540983606,0.8085698869392437,610.0
