,precision,recall,f1-score,support
0,0.971830985915493,1.0,0.9857142857142858,69.0
1,0.8703703703703703,0.6911764705882353,0.7704918032786885,68.0
2,0.6901408450704225,0.7101449275362319,0.7,69.0
3,0.8235294117647058,0.8615384615384616,0.8421052631578947,65.0
4,0.9423076923076923,0.7538461538461538,0.8376068376068376,65.0
5,0.8082191780821918,0.8939393939393939,0.8489208633093526,66.0
6,1.0,0.9285714285714286,0.9629629629629629,28.0
7,1.0,1.0,1.0,21.0
8,0.7241379310344828,1.0,0.84,21.0
9,0.9117647058823529,0.8985507246376812,0.9051094890510949,69.0
10,0.8181818181818182,0.9130434782608695,0.863013698630137,69.0
accuracy,0.8557377049180328,0.8557377049180328,0.8557377049180328,0.8557377049180328
macro avg,0.8691348126008663,0.8773464580834959,0.8687204730646595,610.0
weighted avg,0.8615677471368786,0.8557377049180328,0.8549528766857859,610.0
