,precision,recall,f1-score,support
0,0.22727272727272727,0.07246376811594203,0.10989010989010989,69.0
1,0.1588785046728972,0.25,0.19428571428571428,68.0
2,0.14166666666666666,0.2463768115942029,0.17989417989417988,69.0
3,0.2857142857142857,0.09230769230769231,0.13953488372093023,65.0
4,0.3448275862068966,0.15384615384615385,0.2127659574468085,65.0
5,0.6829268292682927,0.42424242424242425,0.5233644859813084,66.0
6,0.030303030303030304,0.03571428571428571,0.03278688524590164,28.0
7,0.0,0.0,0.0,21.0
8,0.4827586206896552,0.6666666666666666,0.56,21.0
9,0.28440366972477066,0.4492753623188406,0.34831460674157305,69.0
10,0.23232323232323232,0.3333333333333333,0.27380952380952384,69.0
accuracy,0.24918032786885247,0.24918032786885247,0.24918032786885247,0.24918032786885247
macro avg,0.26100683207658676,0.24765695437632196,0.2340587588196409,610.0
weighted avg,0.2769828213613757,0.24918032786885247,0.2397586116592211,610.0
