,precision,recall,f1-score,support
0,0.9857142857142858,1.0,0.9928057553956835,69.0
1,0.7857142857142857,0.8088235294117647,0.7971014492753623,68.0
2,0.7611940298507462,0.7391304347826086,0.75,69.0
3,0.8529411764705882,0.8923076923076924,0.8721804511278195,65.0
4,0.8983050847457628,0.8153846153846154,0.8548387096774194,65.0
5,0.8382352941176471,0.8636363636363636,0.8507462686567164,66.0
6,1.0,0.8214285714285714,0.9019607843137255,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.8356164383561644,0.8840579710144928,0.8591549295774648,69.0
10,0.9285714285714286,0.9420289855072463,0.935251798561151,69.0
accuracy,0.8754098360655738,0.8754098360655738,0.8754098360655738,0.8754098360655738
macro avg,0.8987538203219007,0.8878907421339414,0.8921854678713946,610.0
weighted avg,0.8768012203465411,0.8754098360655738,0.8752966574738679,610.0
