,precision,recall,f1-score,support
0,1.0,0.9855072463768116,0.9927007299270073,69.0
1,0.746031746031746,0.6911764705882353,0.7175572519083969,68.0
2,0.8387096774193549,0.7536231884057971,0.7938931297709924,69.0
3,0.8461538461538461,0.8461538461538461,0.8461538461538461,65.0
4,0.8333333333333334,0.7692307692307693,0.8,65.0
5,0.7671232876712328,0.8484848484848485,0.8057553956834532,66.0
6,1.0,0.8928571428571429,0.9433962264150944,28.0
7,1.0,0.9523809523809523,0.975609756097561,21.0
8,0.9130434782608695,1.0,0.9545454545454546,21.0
9,0.8493150684931506,0.8985507246376812,0.8732394366197183,69.0
10,0.8461538461538461,0.9565217391304348,0.8979591836734694,69.0
accuracy,0.8557377049180328,0.8557377049180328,0.8557377049180328,0.8557377049180328
macro avg,0.87635129850158,0.8722260843860472,0.8728009464359086,610.0
weighted avg,0.8566544234084972,0.8557377049180328,0.8547701379137651,610.0
