,precision,recall,f1-score,support
0,1.0,1.0,1.0,69.0
1,0.803030303030303,0.7794117647058824,0.7910447761194029,68.0
2,0.7761194029850746,0.7536231884057971,0.7647058823529411,69.0
3,0.8028169014084507,0.8769230769230769,0.8382352941176471,65.0
4,0.85,0.7846153846153846,0.816,65.0
5,0.890625,0.8636363636363636,0.8769230769230769,66.0
6,1.0,0.8928571428571429,0.9433962264150944,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.9014084507042254,0.927536231884058,0.9142857142857143,69.0
10,0.8933333333333333,0.9710144927536232,0.9305555555555556,69.0
accuracy,0.8803278688524591,0.8803278688524591,0.8803278688524591,0.8803278688524591
macro avg,0.9015757628601261,0.8954197859801208,0.8977405932517666,610.0
weighted avg,0.8806718542658551,0.8803278688524591,0.879782147232316,610.0
