,precision,recall,f1-score,support
0,1.0,0.9855072463768116,0.9927007299270073,69.0
1,0.7361111111111112,0.7794117647058824,0.7571428571428571,68.0
2,0.803921568627451,0.5942028985507246,0.6833333333333333,69.0
3,0.8382352941176471,0.8769230769230769,0.8571428571428571,65.0
4,0.8484848484848485,0.8615384615384616,0.8549618320610687,65.0
5,0.8133333333333334,0.9242424242424242,0.8652482269503546,66.0
6,0.9615384615384616,0.8928571428571429,0.9259259259259259,28.0
7,1.0,1.0,1.0,21.0
8,0.9545454545454546,1.0,0.9767441860465116,21.0
9,0.8732394366197183,0.8985507246376812,0.8857142857142857,69.0
10,0.8714285714285714,0.8840579710144928,0.8776978417266187,69.0
accuracy,0.8622950819672132,0.8622950819672132,0.8622950819672132,0.8622950819672132
macro avg,0.8818943708915089,0.8815719737133363,0.8796920069064383,610.0
weighted avg,0.8626124214489761,0.8622950819672132,0.8600626935311171,610.0
