,precision,recall,f1-score,support
0,1.0,1.0,1.0,69.0
1,0.8360655737704918,0.75,0.7906976744186046,68.0
2,0.7647058823529411,0.7536231884057971,0.7591240875912408,69.0
3,0.8636363636363636,0.8769230769230769,0.8702290076335878,65.0
4,0.8484848484848485,0.8615384615384616,0.8549618320610687,65.0
5,0.8714285714285714,0.9242424242424242,0.8970588235294118,66.0
6,1.0,0.8928571428571429,0.9433962264150944,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.927536231884058,0.927536231884058,0.927536231884058,69.0
10,0.9054054054054054,0.9710144927536232,0.9370629370629371,69.0
accuracy,0.8918032786885246,0.8918032786885246,0.8918032786885246,0.8918032786885246
macro avg,0.9106602615420619,0.9052486380549621,0.907278801872364,610.0
weighted avg,0.8916267252030884,0.8918032786885246,0.8910864390726555,610.0
AUC,0.9928,0.9928,0.9928,0.9928
